github repo,cve vendor,cve product,cve ids
TheHive-Project/Cortex,thehive-project,cortex,CVE-2018-20226
thephpleague/flysystem,thephpleague,flysystem,CVE-2021-32708
theupdateframework/go-tuf,theupdateframework,go-tuf,CVE-2022-29173
thinkst/canarytokens,thinkst,canarytokens,CVE-2019-9768
thoughtbot/administrate,thoughtbot,administrate,CVE-2016-3098 CVE-2020-5257
thoughtbot/paperclip,thoughtbot,paperclip,CVE-2015-2963 CVE-2017-0889
TigerVNC/tigervnc,tigervnc,tigervnc,CVE-2011-1775 CVE-2014-0011 CVE-2014-8240 CVE-2014-8241 CVE-2016-10207 CVE-2017-5581 CVE-2017-7392 CVE-2017-7393 CVE-2017-7394 CVE-2017-7395 CVE-2017-7396 CVE-2019-15691 CVE-2019-15692 CVE-2019-15693 CVE-2019-15694 CVE-2019-15695 CVE-2020-26117
tildearrow/furnace,tildearrow,furnace,CVE-2022-1211 CVE-2022-1289
timescale/timescaledb,timescale,timescaledb,CVE-2022-24128
timescale/timescaledb,timescale,timescaledb,CVE-2022-24128
tine20/tine20,tine20,tine20,CVE-2017-1000164 CVE-2017-14921 CVE-2017-14922 CVE-2017-14923
tinymce/tinymce,tinymce,tinymce,CVE-2011-4825 CVE-2012-4230
tinymighty/wiki-seo,tinymighty,wiki-seo,CVE-2015-10073
tinyproxy/tinyproxy,tinyproxy,tinyproxy,CVE-2001-0129 CVE-2002-0847
TogaTech/tEnvoy,togatech,tenvoy,CVE-2021-32685
togglz/togglz,togglz,togglz,CVE-2020-28191
ToolJet/ToolJet,tooljet,tooljet,CVE-2022-2037 CVE-2022-23067 CVE-2022-23068 CVE-2022-2631 CVE-2022-27978 CVE-2022-27979 CVE-2022-3019
tornadoweb/tornado,tornadoweb,tornado,CVE-2012-2374 CVE-2014-9720
torproject/tor,torproject,tor,CVE-2012-2249 CVE-2012-2250 CVE-2012-4419 CVE-2012-4922 CVE-2012-5573 CVE-2013-7295 CVE-2014-5117 CVE-2015-2688 CVE-2015-2689 CVE-2015-2928 CVE-2015-2929 CVE-2016-1254 CVE-2016-8860 CVE-2016-9079 CVE-2017-0375 CVE-2017-0376 CVE-2017-0377 CVE-2017-0380 CVE-2017-16541 CVE-2017-8819 CVE-2017-8820 CVE-2017-8821 CVE-2017-8822 CVE-2017-8823 CVE-2018-0490 CVE-2018-0491 CVE-2019-8955 CVE-2020-10592 CVE-2020-10593 CVE-2020-15572 CVE-2020-8516 CVE-2021-28089 CVE-2021-28090 CVE-2021-34548 CVE-2021-34549 CVE-2021-34550 CVE-2021-38385 CVE-2021-46702
totaljs/cms,totaljs,totaljscms,
traccar/traccar,traccar,traccar,CVE-2020-5246 CVE-2021-21292
traefik/traefik,traefik,traefik,CVE-2018-15598 CVE-2019-12452 CVE-2019-20894 CVE-2020-15129 CVE-2020-9321 CVE-2021-32813 CVE-2022-23469 CVE-2022-23632
transloadit/uppy,transloadit,uppy,CVE-2020-8205 CVE-2022-0086 CVE-2022-0528
TribalSystems/Zenario,tribalsystems,zenario,CVE-2018-18420 CVE-2018-5960 CVE-2020-36608 CVE-2021-26830 CVE-2021-27672 CVE-2021-27673 CVE-2021-41952 CVE-2021-42171 CVE-2022-23043
troglobit/uftpd,troglobit,uftpd,CVE-2020-14149 CVE-2020-20276 CVE-2020-20277 CVE-2020-5204 CVE-2020-5221
TurboVNC/turbovnc,turbovnc,turbovnc,CVE-2019-15683
twisted/twisted,twisted,twisted,CVE-2014-7143 CVE-2016-1000111 CVE-2019-12387 CVE-2019-12855 CVE-2020-10108 CVE-2020-10109 CVE-2022-21712 CVE-2022-21716 CVE-2022-24801
twitter/twitter-server,twitter,twitter-server,CVE-2020-35774
typecho/typecho,typecho,typecho,CVE-2017-16230 CVE-2018-18753 CVE-2020-21038
TYPO3/Fluid,typo3,fluid,CVE-2020-26216
TYPO3/html-sanitizer,typo3,html-sanitizer,CVE-2022-23499
TYPO3/typo3,typo3,typo3,CVE-2005-4875 CVE-2006-0327 CVE-2006-5069 CVE-2006-6690 CVE-2007-1081 CVE-2007-6381 CVE-2008-2717 CVE-2008-2718 CVE-2008-4655 CVE-2008-4656 CVE-2008-4657 CVE-2008-4658 CVE-2008-4659 CVE-2008-4660 CVE-2008-4661 CVE-2008-5087 CVE-2008-5096 CVE-2008-5609 CVE-2008-5644 CVE-2008-5656 CVE-2008-5795 CVE-2008-5796 CVE-2008-5797 CVE-2008-5798 CVE-2008-5799 CVE-2008-5995 CVE-2008-6144 CVE-2008-6145 CVE-2008-6338 CVE-2008-6340 CVE-2008-6341 CVE-2008-6342 CVE-2008-6343 CVE-2008-6344 CVE-2008-6346 CVE-2008-6456 CVE-2008-6457 CVE-2008-6458 CVE-2008-6459 CVE-2008-6460 CVE-2008-6461 CVE-2008-6462 CVE-2008-6463 CVE-2008-6630 CVE-2008-6685 CVE-2008-6686 CVE-2008-6687 CVE-2008-6688 CVE-2008-6689 CVE-2008-6690 CVE-2008-6691 CVE-2008-6692 CVE-2008-6693 CVE-2008-6694 CVE-2008-6695 CVE-2008-6696 CVE-2008-6697 CVE-2008-6698 CVE-2008-6699 CVE-2009-0255 CVE-2009-0256 CVE-2009-0257 CVE-2009-0258 CVE-2009-0815 CVE-2009-0816 CVE-2009-1264 CVE-2009-2103 CVE-2009-2104 CVE-2009-2106 CVE-2009-3628 CVE-2009-3629 CVE-2009-3630 CVE-2009-3631 CVE-2009-3632 CVE-2009-3633 CVE-2009-3634 CVE-2009-3635 CVE-2009-3636 CVE-2009-3818 CVE-2009-3819 CVE-2009-3820 CVE-2009-3821 CVE-2009-4158 CVE-2009-4159 CVE-2009-4160 CVE-2009-4161 CVE-2009-4162 CVE-2009-4163 CVE-2009-4164 CVE-2009-4165 CVE-2009-4166 CVE-2009-4167 CVE-2009-4336 CVE-2009-4337 CVE-2009-4338 CVE-2009-4339 CVE-2009-4340 CVE-2009-4341 CVE-2009-4342 CVE-2009-4343 CVE-2009-4344 CVE-2009-4345 CVE-2009-4346 CVE-2009-4388 CVE-2009-4389 CVE-2009-4390 CVE-2009-4391 CVE-2009-4392 CVE-2009-4393 CVE-2009-4394 CVE-2009-4395 CVE-2009-4396 CVE-2009-4397 CVE-2009-4398 CVE-2009-4399 CVE-2009-4400 CVE-2009-4401 CVE-2009-4701 CVE-2009-4702 CVE-2009-4703 CVE-2009-4704 CVE-2009-4705 CVE-2009-4706 CVE-2009-4707 CVE-2009-4708 CVE-2009-4709 CVE-2009-4710 CVE-2009-4711 CVE-2009-4740 CVE-2009-4802 CVE-2009-4803 CVE-2009-4804 CVE-2009-4855 CVE-2009-4948 CVE-2009-4949 CVE-2009-4950 CVE-2009-4951 CVE-2009-4952 CVE-2009-4953 CVE-2009-4954 CVE-2009-4955 CVE-2009-4956 CVE-2009-4959 CVE-2009-4963 CVE-2009-4965 CVE-2009-4966 CVE-2009-4967 CVE-2009-4968 CVE-2009-4969 CVE-2009-4970 CVE-2009-4971 CVE-2010-0286 CVE-2010-0322 CVE-2010-0323 CVE-2010-0324 CVE-2010-0325 CVE-2010-0326 CVE-2010-0327 CVE-2010-0328 CVE-2010-0329 CVE-2010-0330 CVE-2010-0331 CVE-2010-0332 CVE-2010-0333 CVE-2010-0334 CVE-2010-0335 CVE-2010-0336 CVE-2010-0337 CVE-2010-0338 CVE-2010-0339 CVE-2010-0340 CVE-2010-0341 CVE-2010-0342 CVE-2010-0343 CVE-2010-0344 CVE-2010-0345 CVE-2010-0346 CVE-2010-0347 CVE-2010-0350 CVE-2010-0797 CVE-2010-0798 CVE-2010-1004 CVE-2010-1005 CVE-2010-1006 CVE-2010-1007 CVE-2010-1008 CVE-2010-1009 CVE-2010-1010 CVE-2010-1011 CVE-2010-1012 CVE-2010-1013 CVE-2010-1014 CVE-2010-1015 CVE-2010-1016 CVE-2010-1017 CVE-2010-1018 CVE-2010-1019 CVE-2010-1020 CVE-2010-1021 CVE-2010-1022 CVE-2010-1024 CVE-2010-1025 CVE-2010-1026 CVE-2010-1027 CVE-2010-1153 CVE-2010-1218 CVE-2010-2131 CVE-2010-3604 CVE-2010-3605 CVE-2010-3659 CVE-2010-3660 CVE-2010-3661 CVE-2010-3662 CVE-2010-3663 CVE-2010-3664 CVE-2010-3665 CVE-2010-3666 CVE-2010-3667 CVE-2010-3668 CVE-2010-3669 CVE-2010-3670 CVE-2010-3671 CVE-2010-3672 CVE-2010-3673 CVE-2010-3674 CVE-2010-3687 CVE-2010-3714 CVE-2010-3715 CVE-2010-3716 CVE-2010-3717 CVE-2010-4068 CVE-2010-4885 CVE-2010-4886 CVE-2010-4887 CVE-2010-4888 CVE-2010-4889 CVE-2010-4890 CVE-2010-4891 CVE-2010-4892 CVE-2010-4950 CVE-2010-4951 CVE-2010-4952 CVE-2010-4953 CVE-2010-4956 CVE-2010-4957 CVE-2010-4960 CVE-2010-4961 CVE-2010-4962 CVE-2010-5097 CVE-2010-5098 CVE-2010-5099 CVE-2010-5100 CVE-2010-5101 CVE-2010-5102 CVE-2010-5103 CVE-2010-5104 CVE-2011-1722 CVE-2011-3583 CVE-2011-3980 CVE-2011-4614 CVE-2011-4626 CVE-2011-4627 CVE-2011-4628 CVE-2011-4629 CVE-2011-4630 CVE-2011-4631 CVE-2011-4632 CVE-2011-4900 CVE-2011-4901 CVE-2011-4902 CVE-2011-4903 CVE-2011-4904 CVE-2011-5079 CVE-2011-5080 CVE-2012-1070 CVE-2012-1071 CVE-2012-1072 CVE-2012-1073 CVE-2012-1074 CVE-2012-1075 CVE-2012-1076 CVE-2012-1077 CVE-2012-1078 CVE-2012-1079 CVE-2012-1080 CVE-2012-1081 CVE-2012-1082 CVE-2012-1083 CVE-2012-1084 CVE-2012-1085 CVE-2012-1086 CVE-2012-1087 CVE-2012-1605 CVE-2012-1606 CVE-2012-1607 CVE-2012-1608 CVE-2012-2112 CVE-2012-3527 CVE-2012-3528 CVE-2012-3529 CVE-2012-3530 CVE-2012-3531 CVE-2012-5888 CVE-2012-5889 CVE-2012-5890 CVE-2012-6144 CVE-2012-6145 CVE-2012-6146 CVE-2012-6147 CVE-2012-6148 CVE-2012-6577 CVE-2013-1842 CVE-2013-1843 CVE-2013-4250 CVE-2013-4320 CVE-2013-4321 CVE-2013-4634 CVE-2013-4680 CVE-2013-4681 CVE-2013-4682 CVE-2013-4683 CVE-2013-4719 CVE-2013-4720 CVE-2013-4721 CVE-2013-4745 CVE-2013-4746 CVE-2013-4747 CVE-2013-4748 CVE-2013-4749 CVE-2013-4870 CVE-2013-4871 CVE-2013-5302 CVE-2013-5303 CVE-2013-5304 CVE-2013-5305 CVE-2013-5306 CVE-2013-5307 CVE-2013-5308 CVE-2013-5310 CVE-2013-5322 CVE-2013-5323 CVE-2013-5569 CVE-2013-5570 CVE-2013-6288 CVE-2013-6289 CVE-2013-7073 CVE-2013-7074 CVE-2013-7075 CVE-2013-7076 CVE-2013-7077 CVE-2013-7078 CVE-2013-7079 CVE-2013-7080 CVE-2013-7081 CVE-2014-3941 CVE-2014-3942 CVE-2014-3943 CVE-2014-3944 CVE-2014-3945 CVE-2014-3946 CVE-2014-3948 CVE-2014-3949 CVE-2014-9508 CVE-2014-9509 CVE-2015-2047 CVE-2015-5956 CVE-2015-8755 CVE-2015-8756 CVE-2015-8757 CVE-2015-8758 CVE-2015-8759 CVE-2015-8760 CVE-2016-4056 CVE-2016-5091 CVE-2017-14251 CVE-2017-6370 CVE-2018-6905 CVE-2019-11832 CVE-2019-12747 CVE-2019-12748 CVE-2019-19848 CVE-2019-19849 CVE-2019-19850 CVE-2020-11063 CVE-2020-11064 CVE-2020-11065 CVE-2020-11066 CVE-2020-11067 CVE-2020-11069 CVE-2020-15098 CVE-2020-15099 CVE-2020-15241 CVE-2020-26227 CVE-2020-26228 CVE-2020-26229 CVE-2020-8091 CVE-2021-21338 CVE-2021-21339 CVE-2021-21340 CVE-2021-21355 CVE-2021-21357 CVE-2021-21358 CVE-2021-21359 CVE-2021-21365 CVE-2021-21370 CVE-2021-32667 CVE-2021-32668 CVE-2021-32669 CVE-2021-32767 CVE-2021-32768 CVE-2021-41113 CVE-2021-41114 CVE-2022-23500 CVE-2022-23501 CVE-2022-23502 CVE-2022-23503 CVE-2022-23504
uclouvain/openjpeg,uclouvain,openjpeg,CVE-2009-5030 CVE-2012-1499 CVE-2012-3358 CVE-2012-3535 CVE-2013-1447 CVE-2013-4289 CVE-2013-4290 CVE-2013-6045 CVE-2013-6052 CVE-2013-6053 CVE-2013-6054 CVE-2013-6887 CVE-2014-0158 CVE-2015-1239 CVE-2015-8871 CVE-2016-10504 CVE-2016-10505 CVE-2016-10506 CVE-2016-10507 CVE-2016-1923 CVE-2016-1924 CVE-2016-3182 CVE-2016-3183 CVE-2016-4796 CVE-2016-4797 CVE-2016-7163 CVE-2016-7445 CVE-2016-8332 CVE-2016-9112 CVE-2016-9113 CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 CVE-2016-9572 CVE-2016-9573 CVE-2016-9580 CVE-2016-9581 CVE-2016-9675 CVE-2017-12982 CVE-2017-14039 CVE-2017-14040 CVE-2017-14041 CVE-2017-14151 CVE-2017-14152 CVE-2017-14164 CVE-2017-17479 CVE-2017-17480 CVE-2018-14423 CVE-2018-16375 CVE-2018-16376 CVE-2018-18088 CVE-2018-20845 CVE-2018-20846 CVE-2018-20847 CVE-2018-21010 CVE-2018-5727 CVE-2018-5785 CVE-2018-6616 CVE-2018-7648 CVE-2019-12973 CVE-2019-6988 CVE-2020-15389 CVE-2020-27814 CVE-2020-27823 CVE-2020-27824 CVE-2020-27841 CVE-2020-27842 CVE-2020-27843 CVE-2020-27844 CVE-2020-27845 CVE-2020-6851 CVE-2020-8112 CVE-2021-29338 CVE-2021-3575 CVE-2022-1122
Ulterius/server,ulterius,ulteriusserver,
ultimatemember/ultimatemember,ultimatemember,ultimatemember,CVE-2015-8354 CVE-2015-9304 CVE-2016-10872 CVE-2018-0585 CVE-2018-13136 CVE-2018-17866 CVE-2018-20965 CVE-2018-6943 CVE-2018-6944 CVE-2019-10270 CVE-2019-10271 CVE-2019-10673 CVE-2019-14945 CVE-2019-14946 CVE-2019-14947 CVE-2020-36155 CVE-2020-36156 CVE-2020-36157 CVE-2020-36170 CVE-2020-6859 CVE-2021-24306 CVE-2022-1208 CVE-2022-1209
ultravnc/UltraVNC,ultravnc,ultravnc,CVE-2006-2206 CVE-2008-0610 CVE-2008-5001 CVE-2009-0388 CVE-2010-5248
umbraco/Umbraco-CMS,umbraco,umbraco-cms,CVE-2012-10054 CVE-2012-1301 CVE-2013-4793 CVE-2014-10074 CVE-2017-15279 CVE-2017-15280 CVE-2018-17256 CVE-2019-25137 CVE-2020-29454 CVE-2020-5809 CVE-2020-5810 CVE-2020-5811 CVE-2020-7210 CVE-2020-9471 CVE-2020-9472 CVE-2021-34254 CVE-2022-22690 CVE-2022-22691
unbit/uwsgi,unbit,uwsgi,CVE-2018-6758 CVE-2018-7490
unicorn-engine/unicorn,unicornengine,unicornengine,
Uninett/mod_auth_mellon,uninett,mod_auth_mellon,CVE-2014-8566 CVE-2014-8567 CVE-2016-2145 CVE-2016-2146 CVE-2017-6807 CVE-2021-3639
univention/univention-corporate-server,univention,univention-corporate-server,CVE-2019-1010283
unrealircd/unrealircd,unrealircd,unrealircd,CVE-2009-4893 CVE-2010-2075 CVE-2013-6413 CVE-2013-7384 CVE-2016-7144 CVE-2017-13649
upx/upx,upx,upx,CVE-2017-15056 CVE-2017-16869 CVE-2018-11243 CVE-2019-14295 CVE-2019-14296 CVE-2019-20021 CVE-2019-20051 CVE-2019-20053 CVE-2019-20805 CVE-2020-24119 CVE-2020-27787 CVE-2020-27788 CVE-2020-27790 CVE-2020-27796 CVE-2020-27797 CVE-2020-27798 CVE-2020-27799 CVE-2020-27800 CVE-2020-27801 CVE-2020-27802 CVE-2021-20285 CVE-2021-30500 CVE-2021-30501 CVE-2021-43311 CVE-2021-43312 CVE-2021-43313 CVE-2021-43314 CVE-2021-43315 CVE-2021-43316 CVE-2021-43317 CVE-2021-46179
usememos/memos,usememos,memos,CVE-2022-25978
userfrosting/UserFrosting,userfrosting,userfrosting,CVE-2021-25994
usvn/usvn,usvn,usvn,CVE-2018-0695 CVE-2020-17363 CVE-2020-25069 CVE-2020-25070
uyuni-project/uyuni,uyuni-project,uyuni,CVE-2021-40348
uzbl/uzbl,uzbl,uzbl,CVE-2010-0011 CVE-2010-2809 CVE-2012-0843
v2fly/v2ray-core,v2fly,v2ray-core,CVE-2021-4070
Vaerys-Dawn/DiscordSailv2,vaerys-dawn,discordsailv2,CVE-2018-25092 CVE-2018-25093
ValveSoftware/GameNetworkingSockets,valvesoftware,gamenetworkingsockets,CVE-2020-6016 CVE-2020-6017 CVE-2020-6018 CVE-2020-6019
varnishcache/varnish-cache,varnishcache,varnish-cache,CVE-2019-20637 CVE-2020-11653 CVE-2021-36740
vercel/ms,vercel,ms,CVE-2015-8315 CVE-2017-20162
vercel/next.js,vercel,next.js,CVE-2020-15242 CVE-2021-37699 CVE-2021-39178 CVE-2021-43803 CVE-2022-21721 CVE-2022-23646
veyon/veyon,veyon,veyon,CVE-2020-15261
viabtc/viabtc_exchange_server,viabtc,viabtc_exchange_server,CVE-2018-17568 CVE-2018-17569 CVE-2018-17570
videojs/video.js,videojs,video.js,CVE-2021-23414
videolan/vlc,videolan,vlc,CVE-2007-6681 CVE-2007-6682 CVE-2007-6683 CVE-2007-6684 CVE-2008-1489 CVE-2008-1768 CVE-2008-1769 CVE-2008-1881 CVE-2008-2147 CVE-2014-6440
videolan/vlc,videolan,vlc,CVE-2007-6681 CVE-2007-6682 CVE-2007-6683 CVE-2007-6684 CVE-2008-1489 CVE-2008-1768 CVE-2008-1769 CVE-2008-1881 CVE-2008-2147 CVE-2014-6440
viewvc/viewvc,viewvc,viewvc,CVE-2006-5442 CVE-2007-5743 CVE-2008-1290 CVE-2008-1291 CVE-2008-1292 CVE-2008-4325 CVE-2009-3618 CVE-2009-3619 CVE-2009-5024 CVE-2010-0004 CVE-2010-0005 CVE-2010-0132 CVE-2010-0736 CVE-2012-3356 CVE-2012-3357 CVE-2012-4533 CVE-2017-5938 CVE-2020-5283
vim/vim,vim,vim,CVE-2008-2712 CVE-2008-3074 CVE-2008-3075 CVE-2008-3076 CVE-2008-3294 CVE-2008-3432 CVE-2008-4101 CVE-2008-4677 CVE-2008-6235 CVE-2009-0316 CVE-2016-1248 CVE-2017-1000382 CVE-2017-11109 CVE-2017-17087 CVE-2017-5953 CVE-2017-6349 CVE-2017-6350 CVE-2019-12735 CVE-2019-20079 CVE-2019-20807 CVE-2020-20703 CVE-2021-3236 CVE-2021-3770 CVE-2021-3778 CVE-2021-3796 CVE-2021-3872 CVE-2021-3875 CVE-2021-3903 CVE-2021-3927 CVE-2021-3928 CVE-2021-3968 CVE-2021-3973 CVE-2021-3974 CVE-2021-3984 CVE-2021-4019 CVE-2021-4069 CVE-2021-4136 CVE-2021-4166 CVE-2021-4173 CVE-2021-4187 CVE-2021-4192 CVE-2021-4193 CVE-2022-0128 CVE-2022-0156 CVE-2022-0158 CVE-2022-0213 CVE-2022-0261 CVE-2022-0318 CVE-2022-0319 CVE-2022-0351 CVE-2022-0359 CVE-2022-0361 CVE-2022-0368 CVE-2022-0392 CVE-2022-0393 CVE-2022-0407 CVE-2022-0408 CVE-2022-0413 CVE-2022-0417 CVE-2022-0443 CVE-2022-0554 CVE-2022-0572 CVE-2022-0629 CVE-2022-0685 CVE-2022-0696 CVE-2022-0714 CVE-2022-0729 CVE-2022-0943 CVE-2022-1154 CVE-2022-1160 CVE-2022-1381 CVE-2022-1420 CVE-2022-1616 CVE-2022-1619 CVE-2022-1620 CVE-2022-1621 CVE-2022-1629 CVE-2022-1674 CVE-2022-1720 CVE-2022-1725 CVE-2022-1733 CVE-2022-1735 CVE-2022-1769 CVE-2022-1771 CVE-2022-1785 CVE-2022-1796 CVE-2022-1851 CVE-2022-1886 CVE-2022-1897 CVE-2022-1898 CVE-2022-1927 CVE-2022-1942 CVE-2022-1968 CVE-2022-2000 CVE-2022-2042 CVE-2022-2124 CVE-2022-2125 CVE-2022-2126 CVE-2022-2129 CVE-2022-2175 CVE-2022-2182 CVE-2022-2183 CVE-2022-2206 CVE-2022-2207 CVE-2022-2208 CVE-2022-2210 CVE-2022-2231 CVE-2022-2257 CVE-2022-2264 CVE-2022-2284 CVE-2022-2285 CVE-2022-2286 CVE-2022-2287 CVE-2022-2288 CVE-2022-2289 CVE-2022-2304 CVE-2022-2343 CVE-2022-2344 CVE-2022-2345 CVE-2022-2522 CVE-2022-2571 CVE-2022-2580 CVE-2022-2581 CVE-2022-2598 CVE-2022-2816 CVE-2022-2817 CVE-2022-2819 CVE-2022-2845 CVE-2022-2849 CVE-2022-2862 CVE-2022-2874 CVE-2022-2889 CVE-2022-2923 CVE-2022-2946 CVE-2022-2980 CVE-2022-2982 CVE-2022-3016 CVE-2022-3037
vim/vim,vim,vim,CVE-2008-2712 CVE-2008-3074 CVE-2008-3075 CVE-2008-3076 CVE-2008-3294 CVE-2008-3432 CVE-2008-4101 CVE-2008-4677 CVE-2008-6235 CVE-2009-0316 CVE-2016-1248 CVE-2017-1000382 CVE-2017-11109 CVE-2017-17087 CVE-2017-5953 CVE-2017-6349 CVE-2017-6350 CVE-2019-12735 CVE-2019-20079 CVE-2019-20807 CVE-2020-20703 CVE-2021-3236 CVE-2021-3770 CVE-2021-3778 CVE-2021-3796 CVE-2021-3872 CVE-2021-3875 CVE-2021-3903 CVE-2021-3927 CVE-2021-3928 CVE-2021-3968 CVE-2021-3973 CVE-2021-3974 CVE-2021-3984 CVE-2021-4019 CVE-2021-4069 CVE-2021-4136 CVE-2021-4166 CVE-2021-4173 CVE-2021-4187 CVE-2021-4192 CVE-2021-4193 CVE-2022-0128 CVE-2022-0156 CVE-2022-0158 CVE-2022-0213 CVE-2022-0261 CVE-2022-0318 CVE-2022-0319 CVE-2022-0351 CVE-2022-0359 CVE-2022-0361 CVE-2022-0368 CVE-2022-0392 CVE-2022-0393 CVE-2022-0407 CVE-2022-0408 CVE-2022-0413 CVE-2022-0417 CVE-2022-0443 CVE-2022-0554 CVE-2022-0572 CVE-2022-0629 CVE-2022-0685 CVE-2022-0696 CVE-2022-0714 CVE-2022-0729 CVE-2022-0943 CVE-2022-1154 CVE-2022-1160 CVE-2022-1381 CVE-2022-1420 CVE-2022-1616 CVE-2022-1619 CVE-2022-1620 CVE-2022-1621 CVE-2022-1629 CVE-2022-1674 CVE-2022-1720 CVE-2022-1725 CVE-2022-1733 CVE-2022-1735 CVE-2022-1769 CVE-2022-1771 CVE-2022-1785 CVE-2022-1796 CVE-2022-1851 CVE-2022-1886 CVE-2022-1897 CVE-2022-1898 CVE-2022-1927 CVE-2022-1942 CVE-2022-1968 CVE-2022-2000 CVE-2022-2042 CVE-2022-2124 CVE-2022-2125 CVE-2022-2126 CVE-2022-2129 CVE-2022-2175 CVE-2022-2182 CVE-2022-2183 CVE-2022-2206 CVE-2022-2207 CVE-2022-2208 CVE-2022-2210 CVE-2022-2231 CVE-2022-2257 CVE-2022-2264 CVE-2022-2284 CVE-2022-2285 CVE-2022-2286 CVE-2022-2287 CVE-2022-2288 CVE-2022-2289 CVE-2022-2304 CVE-2022-2343 CVE-2022-2344 CVE-2022-2345 CVE-2022-2522 CVE-2022-2571 CVE-2022-2580 CVE-2022-2581 CVE-2022-2598 CVE-2022-2816 CVE-2022-2817 CVE-2022-2819 CVE-2022-2845 CVE-2022-2849 CVE-2022-2862 CVE-2022-2874 CVE-2022-2889 CVE-2022-2923 CVE-2022-2946 CVE-2022-2980 CVE-2022-2982 CVE-2022-3016 CVE-2022-3037
VirusTotal/yara,virustotal,yara,CVE-2016-10210 CVE-2016-10211 CVE-2017-11328 CVE-2017-5923 CVE-2017-5924 CVE-2017-8294 CVE-2017-8929 CVE-2017-9304 CVE-2017-9438 CVE-2017-9465 CVE-2018-12034 CVE-2018-12035 CVE-2018-19974 CVE-2018-19975 CVE-2018-19976 CVE-2019-19648 CVE-2019-5020 CVE-2021-3402 CVE-2021-45429
vuetifyjs/vuetify,vuetifyjs,vuetify,CVE-2022-25873
VulcanJS/Vulcan,vulcanjs,vulcan,CVE-2015-3454
vyperlang/vyper,vyperlang,vyper,CVE-2021-41121 CVE-2021-41122 CVE-2022-24787 CVE-2022-24788 CVE-2022-24845 CVE-2022-29255
w3c/css-validator,w3c,css-validator,CVE-2020-4070
w3c/libwww,w3c,libwww,CVE-2005-3183
wallabag/wallabag,wallabag,wallabag,CVE-2018-11352
wargio/naxsi,wargio,naxsi,CVE-2012-3380
waycrate/swhkd,waycrate,swhkd,CVE-2022-27814 CVE-2022-27815 CVE-2022-27816 CVE-2022-27817 CVE-2022-27818 CVE-2022-27819
wazuh/wazuh,wazuh,wazuh,CVE-2018-19666 CVE-2021-26814 CVE-2021-41821 CVE-2021-44079
WBCE/WBCE_CMS,wbce,wbce_cms,CVE-2017-1000213 CVE-2017-2118 CVE-2017-2119 CVE-2017-2120 CVE-2018-6313 CVE-2019-17575 CVE-2021-3817 CVE-2022-25099 CVE-2022-25101 CVE-2022-28477 CVE-2022-30072 CVE-2022-30073
web2project/web2project,web2project,web2project,CVE-2014-3119
web2py/web2py,web2py,web2py,CVE-2013-2311 CVE-2015-6961 CVE-2016-10321 CVE-2016-3952 CVE-2016-3953 CVE-2016-3954 CVE-2016-3957 CVE-2016-4806 CVE-2016-4807 CVE-2016-4808
webbuilders-group/silverstripe-kapost-bridge,webbuilders-group,silverstripe-kapost-bridge,CVE-2015-10077
WebDevStudios/taxonomy-switcher,webdevstudios,taxonomy-switcher,CVE-2015-10013
WebKit/WebKit,webkit,webkit,CVE-2008-6059 CVE-2009-3933 CVE-2010-1766 CVE-2016-9642 CVE-2016-9643
webmin/webmin,webmin,webmin,CVE-1999-1074 CVE-2001-0222 CVE-2001-1074 CVE-2001-1196 CVE-2001-1530 CVE-2002-0756 CVE-2002-0757 CVE-2002-1672 CVE-2002-1673 CVE-2002-1947 CVE-2002-2201 CVE-2002-2360 CVE-2003-0101 CVE-2004-0559 CVE-2004-0582 CVE-2004-0583 CVE-2004-1468 CVE-2005-1177 CVE-2005-3042 CVE-2005-3912 CVE-2006-3274 CVE-2006-3392 CVE-2006-4542 CVE-2007-1276 CVE-2007-3156 CVE-2007-5066 CVE-2008-0720 CVE-2009-4568 CVE-2011-1937 CVE-2014-0339 CVE-2014-3885 CVE-2014-3886 CVE-2014-3924 CVE-2015-1377 CVE-2017-15644 CVE-2017-15645 CVE-2017-15646 CVE-2017-17089 CVE-2017-2106 CVE-2017-9313 CVE-2018-19191 CVE-2018-8712 CVE-2019-12840 CVE-2019-15107 CVE-2019-15641 CVE-2019-15642 CVE-2019-9624 CVE-2020-12670 CVE-2020-35606 CVE-2020-35769 CVE-2020-8820 CVE-2020-8821 CVE-2021-31760 CVE-2021-31761 CVE-2021-31762 CVE-2021-32156 CVE-2021-32157 CVE-2021-32158 CVE-2021-32159 CVE-2021-32160 CVE-2021-32161 CVE-2021-32162 CVE-2022-0824 CVE-2022-0829 CVE-2022-30708
webmproject/libvpx,webmproject,libvpx,CVE-2010-4203 CVE-2012-0823
webmproject/libwebp,webmproject,libwebp,CVE-2016-9085 CVE-2016-9969 CVE-2018-25009 CVE-2018-25010 CVE-2018-25011 CVE-2018-25012 CVE-2018-25013 CVE-2018-25014 CVE-2020-36328 CVE-2020-36329 CVE-2020-36330 CVE-2020-36331 CVE-2020-36332
webrecorder/pywb,webrecorder,pywb,CVE-2021-39286
weechat/weechat,weechat,weechat,CVE-2017-14727 CVE-2017-8073 CVE-2020-8955 CVE-2020-9760 CVE-2021-40516 CVE-2022-28352
